华侨城 碧茵苑 3室 主卧朝南,碧茵苑,1600,http://sz.58.com/pinpaigongyu/26705520221005x.shtml
南油 怡海广场 4室 次卧朝西北,怡海广场,2190,http://sz.58.com/pinpaigongyu/26686307534506x.shtml
南山周边 青春家园 4室 主卧朝东南,青春家园,2690,http://sz.58.com/pinpaigongyu/26684187454543x.shtml
白石洲 大学生小区 1室 主卧朝南,大学生小区,1580,http://sz.58.com/pinpaigongyu/26698939423796x.shtml
大冲 Color公寓 3室 主卧朝东,大冲,2588,http://sz.58.com/pinpaigongyu/26916337520844x.shtml
南头 愉康花园 3室 次卧朝南,愉康花园,2100,http://sz.58.com/pinpaigongyu/26731311679692x.shtml
南山周边 青春家园 4室 主卧朝东南,青春家园,2690,http://sz.58.com/pinpaigongyu/26684187454543x.shtml
蛇口 招商海月一期 4室 次卧朝南,招商海月一期,2290,http://sz.58.com/pinpaigongyu/26771972082492x.shtml
白石洲 大学生小区 1室 主卧朝南,大学生小区,1580,http://sz.58.com/pinpaigongyu/26698939423796x.shtml
大冲 Color公寓 3室 主卧朝东,大冲,2588,http://sz.58.com/pinpaigongyu/26916337520844x.shtml
华侨城 碧茵苑 3室 主卧朝南,碧茵苑,1600,http://sz.58.com/pinpaigongyu/26696789513023x.shtml
科技园 大冲城市花园 4室 次卧朝南,大冲城市花园,2388,http://sz.58.com/pinpaigongyu/26919438324556x.shtml
南山周边 好来居 3室 次卧朝北,好来居,2300,http://sz.58.com/pinpaigongyu/26852678795591x.shtml
香蜜湖 侨香公馆 4室 次卧朝南,侨香公馆,2560,http://sz.58.com/pinpaigongyu/26794710078780x.shtml
科技园 大冲城市花园 4室 次卧朝南,大冲城市花园,2288,http://sz.58.com/pinpaigongyu/26842150122570x.shtml
前海 绿海名都 4室 次卧朝东,绿海名都,2290,http://sz.58.com/pinpaigongyu/26828225400640x.shtml
蛇口 招商桃花园一期 4室 次卧朝南,招商桃花园一期,2330,http://sz.58.com/pinpaigongyu/26782289523647x.shtml
前海 阳光棕榈园 7室 次卧朝东,阳光棕榈园,2390,http://sz.58.com/pinpaigongyu/26842317927091x.shtml
石厦 益田村 4室 次卧朝北,益田村,2490,http://sz.58.com/pinpaigongyu/26686995599930x.shtml
南山周边 天悦园 3室 次卧朝东,天悦园,2190,http://sz.58.com/pinpaigongyu/26908298536774x.shtml
科技园 大冲城市花园 1室 主卧朝北,大冲城市花园,2588,http://sz.58.com/pinpaigongyu/26884289489867x.shtml
上梅林 艺丰花园A区 3室 主卧朝北,艺丰花园A区,1960,http://sz.58.com/pinpaigongyu/26468012709811x.shtml
石厦 益田村 4室 主卧朝北,益田村,2290,http://sz.58.com/pinpaigongyu/26452999461558x.shtml
中心区 皇御苑一期 1室0厅整租,皇御苑一期,3600,http://sz.58.com/pinpaigongyu/26953708911800x.shtml
南油 现代城华庭 3室 主卧朝南,现代城华庭,2960,http://sz.58.com/pinpaigongyu/26941320059327x.shtml
南油 现代城华庭 3室 主卧朝南,现代城华庭,2960,http://sz.58.com/pinpaigongyu/26941320059327x.shtml
莲花一村 中银花园 3室 主卧朝东,中银花园,2030,http://sz.58.com/pinpaigongyu/26926647882814x.shtml
华侨城 碧茵苑 1室 主卧朝东南,碧茵苑,1600,http://sz.58.com/pinpaigongyu/26760793189802x.shtml
华侨城 侨城馨苑 1室 主卧朝东南,侨城馨苑,1600,http://sz.58.com/pinpaigongyu/26751176219447x.shtml
华侨城 桂苑小区 1室 主卧朝南,桂苑小区,1900,http://sz.58.com/pinpaigongyu/26763029529905x.shtml
后海 浪琴屿 4室 次卧朝西,浪琴屿,1800,http://sz.58.com/pinpaigongyu/26764979320754x.shtml
科技园 Color公寓 4室 次卧朝东,科技园,2388,http://sz.58.com/pinpaigongyu/26907832883754x.shtml
笋岗 嘉宝田花园 3室 主卧朝南,嘉宝田花园,2260,http://sz.58.com/pinpaigongyu/26453002899014x.shtml
笋岗 嘉宾花园 3室 次卧朝南,嘉宾花园,2330,http://sz.58.com/pinpaigongyu/26453004430544x.shtml
科技园 泊寓青年社区 1室1厅整租,科技园,2638,http://sz.58.com/pinpaigongyu/26895734664492x.shtml
南头 秀林新居 4室 主卧朝东北,秀林新居,3190,http://sz.58.com/pinpaigongyu/26763118869176x.shtml
大冲 大冲城市花园 3室 次卧朝东,大冲城市花园,2988,http://sz.58.com/pinpaigongyu/26838421476680x.shtml
科技园 科技园片区 龙井 1室1厅整租,科技园片区,2500,http://sz.58.com/pinpaigongyu/26606805233706x.shtml
前海 星海名城一期 4室 次卧朝东北,星海名城一期,2190,http://sz.58.com/pinpaigongyu/26684170573756x.shtml
华强北 百花公寓二期 3室 次卧朝南,华强北,2560,http://sz.58.com/pinpaigongyu/26468006260414x.shtml
石厦 益田村 4室 次卧朝东,益田村,2660,http://sz.58.com/pinpaigongyu/26453006047175x.shtml
前海 星海名城一期 4室 次卧朝东北,星海名城一期,2690,http://sz.58.com/pinpaigongyu/26686041099434x.shtml
龙华 窝巢梦享社区 1室0厅整租,窝巢梦享社区,1880,http://sz.58.com/pinpaigongyu/26948570713772x.shtml
新安 华盛盛荟 3室 次卧朝东南,华盛盛荟,2300,http://sz.58.com/pinpaigongyu/26496569890499x.shtml
龙华 东华明珠园 4室 主卧朝南,东华明珠园,1800,http://sz.58.com/pinpaigongyu/26915334164427x.shtml
龙华 东华明珠园 4室 主卧朝南,东华明珠园,1800,http://sz.58.com/pinpaigongyu/26915334164427x.shtml
后海 天海花园 4室 次卧朝南,天海花园,2490,http://sz.58.com/pinpaigongyu/26452767417795x.shtml
前海 云栖西岸阁 4室 主卧朝北,云栖西岸阁,3090,http://sz.58.com/pinpaigongyu/26761657415209x.shtml
西乡 永安商业城 1室1厅整租,永安商业城,2000,http://sz.58.com/pinpaigongyu/26926831275065x.shtml
华侨城 侨城豪苑 3室 主卧朝东,侨城豪苑,2560,http://sz.58.com/pinpaigongyu/26948888455220x.shtml
新洲 绿景花园 3室 次卧朝南,绿景花园,2500,http://sz.58.com/pinpaigongyu/26453185678642x.shtml
石厦 益田村 4室 次卧朝南,益田村,2490,http://sz.58.com/pinpaigongyu/26452998934093x.shtml
南油 荟芳园 4室 主卧朝西北,荟芳园,2790,http://sz.58.com/pinpaigongyu/26875488858939x.shtml
蛇口 紫竹园 3室 次卧朝北,紫竹园,2000,http://sz.58.com/pinpaigongyu/26863846508221x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2830,http://sz.58.com/pinpaigongyu/26686105542962x.shtml
大冲 大冲城市花园 6室 次卧朝南,大冲城市花园,2488,http://sz.58.com/pinpaigongyu/26918156280886x.shtml
蛇口 龙电B区 5室 次卧朝东,龙电B区,2400,http://sz.58.com/pinpaigongyu/26860060310836x.shtml
新洲 绿洲花园 3室 主卧朝南,绿洲花园,2090,http://sz.58.com/pinpaigongyu/26453003358537x.shtml
海王大厦 海晖大厦 3室 次卧朝南,海晖大厦,1690,http://sz.58.com/pinpaigongyu/26948616540603x.shtml
后海 浪琴屿 3室 主卧朝北,浪琴屿,2830,http://sz.58.com/pinpaigongyu/26452767519932x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2900,http://sz.58.com/pinpaigongyu/26750123139631x.shtml
科技园 汇景豪苑 4室 次卧朝西,汇景豪苑,2190,http://sz.58.com/pinpaigongyu/26452719634110x.shtml
科技园 祥祺花园 4室 主卧朝南,祥祺花园,2390,http://sz.58.com/pinpaigongyu/26941796365245x.shtml
后海 后海花园 4室 次卧朝南,后海花园,2090,http://sz.58.com/pinpaigongyu/26905369843135x.shtml
新洲 锦州花园 5室 次卧朝南北,锦州花园,1700,http://sz.58.com/pinpaigongyu/26651123525808x.shtml
后海 浪琴屿 3室 主卧朝北,浪琴屿,2830,http://sz.58.com/pinpaigongyu/26452767519932x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2900,http://sz.58.com/pinpaigongyu/26750123139631x.shtml
科技园 汇景豪苑 4室 次卧朝西,汇景豪苑,2190,http://sz.58.com/pinpaigongyu/26452719634110x.shtml
科技园 祥祺花园 4室 主卧朝南,祥祺花园,2390,http://sz.58.com/pinpaigongyu/26941796365245x.shtml
后海 后海花园 4室 次卧朝南,后海花园,2090,http://sz.58.com/pinpaigongyu/26905369843135x.shtml
新洲 锦州花园 5室 次卧朝南北,锦州花园,1700,http://sz.58.com/pinpaigongyu/26651123525808x.shtml
八卦岭 城市主场 1室1厅整租,城市主场,3990,http://sz.58.com/pinpaigongyu/26937415117387x.shtml
南油 现代城华庭 4室 主卧朝西南,现代城华庭,2590,http://sz.58.com/pinpaigongyu/26642496059953x.shtml
福华新村 皇洲花园 4室 次卧朝南,皇洲花园,2330,http://sz.58.com/pinpaigongyu/26452838480847x.shtml
南山周边 青春家园 4室 次卧朝东南,青春家园,2400,http://sz.58.com/pinpaigongyu/26907472395592x.shtml
前海 星海名城一期 4室 主卧朝东北,星海名城一期,2790,http://sz.58.com/pinpaigongyu/26652638379178x.shtml
前海 鼎太风华 4室 次卧朝南,鼎太风华,2350,http://sz.58.com/pinpaigongyu/26453088715855x.shtml
南山周边 青春家园 4室 主卧朝南,青春家园,2030,http://sz.58.com/pinpaigongyu/26941975673414x.shtml
华侨城 碧茵苑 1室 次卧朝南,碧茵苑,1600,http://sz.58.com/pinpaigongyu/26929916048843x.shtml
中心区 东华园 5室 次卧朝西,东华园,1890,http://sz.58.com/pinpaigongyu/26773574403390x.shtml
洪湖 田贝花园 1室0厅整租,田贝花园,1800,http://sz.58.com/pinpaigongyu/26937441391685x.shtml
蛇口 桂园 4室 次卧朝南,桂园,2190,http://sz.58.com/pinpaigongyu/26853533117234x.shtml
香蜜湖 君明府 4室 主卧朝东南,君明府,2260,http://sz.58.com/pinpaigongyu/26859567328430x.shtml
西乡 财富港 2室1厅整租,财富港,4000,http://sz.58.com/pinpaigongyu/26926497333570x.shtml
后海 蔚蓝海岸 4室 次卧朝北,蔚蓝海岸,3230,http://sz.58.com/pinpaigongyu/26517633465153x.shtml
上沙 椰树花园 4室 主卧朝南,椰树花园,2390,http://sz.58.com/pinpaigongyu/26831055310897x.shtml
翠竹 源兴居 4室 次卧朝东,源兴居,1660,http://sz.58.com/pinpaigongyu/26468002448716x.shtml
后海 厚德品园 4室 次卧朝东,厚德品园,2290,http://sz.58.com/pinpaigongyu/26830353921199x.shtml
新洲 新洲大厦 4室 次卧朝南北,新洲大厦,1900,http://sz.58.com/pinpaigongyu/26468008438703x.shtml
科技园 龙井金谷创业园 1室1厅整租,龙井金谷创业园,2800,http://sz.58.com/pinpaigongyu/26487415918793x.shtml
南头 东方新地苑 4室 次卧朝南,东方新地苑,1930,http://sz.58.com/pinpaigongyu/26486472258093x.shtml
南油 康乐园 7室 次卧朝东,康乐园,1890,http://sz.58.com/pinpaigongyu/26807294780110x.shtml
蛇口 春树里小区 3室 次卧朝南,春树里小区,2290,http://sz.58.com/pinpaigongyu/26452748154678x.shtml
石厦 益田村 3室 主卧朝南,益田村,2260,http://sz.58.com/pinpaigongyu/26453003239502x.shtml
南头 光彩新世纪家园 5室 次卧朝北,光彩新世纪家园,2100,http://sz.58.com/pinpaigongyu/26641984001480x.shtml
下梅林 锦林新居 4室 次卧朝南,锦林新居,1830,http://sz.58.com/pinpaigongyu/26473094734928x.shtml
科技园 大冲城市花园 5室 次卧朝南,大冲城市花园,2388,http://sz.58.com/pinpaigongyu/26906555894191x.shtml
西乡 金港华庭 4室 次卧朝南,金港华庭,1600,http://sz.58.com/pinpaigongyu/26860177558064x.shtml
翠竹 建材公司综合楼 4室 次卧朝南,建材公司综合楼,1430,http://sz.58.com/pinpaigongyu/26828237687091x.shtml
后海 龙城花园 5室 次卧朝南,龙城花园,2000,http://sz.58.com/pinpaigongyu/26862282237640x.shtml
前海 御海新苑 4室 主卧朝北,御海新苑,2500,http://sz.58.com/pinpaigongyu/26738905039694x.shtml
新洲 嘉洲富苑 3室 次卧朝西南,嘉洲富苑,2390,http://sz.58.com/pinpaigongyu/26795715307204x.shtml
皇岗 朝恒大厦 4室 主卧朝南,朝恒大厦,2760,http://sz.58.com/pinpaigongyu/26468024587856x.shtml
石厦 益田村 4室 主卧朝南,益田村,2330,http://sz.58.com/pinpaigongyu/26453000227511x.shtml
后海 文德福花园 5室 次卧朝南,文德福花园,2300,http://sz.58.com/pinpaigongyu/26805564151228x.shtml
莲花二村 莲花二村 4室 次卧朝南,莲花二村,2200,http://sz.58.com/pinpaigongyu/26468011076393x.shtml
蛇口 花园城一期 4室 主卧朝南,花园城一期,2330,http://sz.58.com/pinpaigongyu/26782254928320x.shtml
蛇口 花园城一期 4室 次卧朝东,花园城一期,2100,http://sz.58.com/pinpaigongyu/26861391772108x.shtml
石厦 星河明居 3室 次卧朝南,星河明居,2030,http://sz.58.com/pinpaigongyu/26468002040377x.shtml
蔡屋围 中航凯特 1室0厅整租,中航凯特,2600,http://sz.58.com/pinpaigongyu/26882471580858x.shtml
西乡 小时代偶寓 1室1厅整租,小时代偶寓,2630,http://sz.58.com/pinpaigongyu/26927032960719x.shtml
前海 前海花园 4室 主卧朝北,前海花园,2500,http://sz.58.com/pinpaigongyu/26874154709317x.shtml
科技园 泊寓青年社区 1室1厅整租,科技园,2638,http://sz.58.com/pinpaigongyu/26895546933165x.shtml
皇岗 金地名津 3室 主卧朝东,金地名津,3188,http://sz.58.com/pinpaigongyu/26918562442808x.shtml
龙华 东华明珠园 5室 次卧朝南,东华明珠园,1500,http://sz.58.com/pinpaigongyu/26849347428812x.shtml
人民南 联城美园 1室1厅整租,联城美园,3760,http://sz.58.com/pinpaigongyu/26937867922885x.shtml
宝安中心区 鸿荣源西岸观邸花 4室 次卧朝北,鸿荣源西岸观邸花,1690,http://sz.58.com/pinpaigongyu/26453047977285x.shtml
南油 海映山庄 4室 次卧朝南,海映山庄,1890,http://sz.58.com/pinpaigongyu/26853475463733x.shtml
后海 招商名仕 4室 主卧朝北,招商名仕,2590,http://sz.58.com/pinpaigongyu/26764348568883x.shtml
皇岗 港田华园 3室 主卧朝东,港田华园,2988,http://sz.58.com/pinpaigongyu/26918568143532x.shtml
前海 阳光棕榈园 5室 主卧朝东,阳光棕榈园,3300,http://sz.58.com/pinpaigongyu/26842734248267x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2830,http://sz.58.com/pinpaigongyu/26672500145356x.shtml
宝安中心区 御景湾 5室 次卧朝西北,御景湾,1550,http://sz.58.com/pinpaigongyu/26907454034511x.shtml
前海 阳光棕榈园 5室 主卧朝北,阳光棕榈园,3590,http://sz.58.com/pinpaigongyu/26467993106497x.shtml
华侨城 侨城馨苑 3室 次卧朝南,侨城馨苑,1600,http://sz.58.com/pinpaigongyu/26874698964047x.shtml
人民南 联城美园 1室1厅整租,联城美园,3760,http://sz.58.com/pinpaigongyu/26937867922885x.shtml
宝安中心区 鸿荣源西岸观邸花 4室 次卧朝北,鸿荣源西岸观邸花,1690,http://sz.58.com/pinpaigongyu/26453047977285x.shtml
南油 海映山庄 4室 次卧朝南,海映山庄,1890,http://sz.58.com/pinpaigongyu/26853475463733x.shtml
后海 招商名仕 4室 主卧朝北,招商名仕,2590,http://sz.58.com/pinpaigongyu/26764348568883x.shtml
皇岗 港田华园 3室 主卧朝东,港田华园,2988,http://sz.58.com/pinpaigongyu/26918568143532x.shtml
前海 阳光棕榈园 5室 主卧朝东,阳光棕榈园,3300,http://sz.58.com/pinpaigongyu/26842734248267x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2830,http://sz.58.com/pinpaigongyu/26672500145356x.shtml
宝安中心区 御景湾 5室 次卧朝西北,御景湾,1550,http://sz.58.com/pinpaigongyu/26907454034511x.shtml
前海 阳光棕榈园 5室 主卧朝北,阳光棕榈园,3590,http://sz.58.com/pinpaigongyu/26467993106497x.shtml
华侨城 侨城馨苑 3室 次卧朝南,侨城馨苑,1600,http://sz.58.com/pinpaigongyu/26874698964047x.shtml
黄贝岭 新天地名居 5室 主卧朝东南,新天地名居,2390,http://sz.58.com/pinpaigongyu/26926738464579x.shtml
笋岗 嘉宾花园 4室 次卧朝南,嘉宾花园,2230,http://sz.58.com/pinpaigongyu/26827254615110x.shtml
东门 南海中心 3室 次卧朝南,南海中心,2260,http://sz.58.com/pinpaigongyu/26940064545342x.shtml
竹子林 建业大厦 3室 次卧朝南,建业大厦,2290,http://sz.58.com/pinpaigongyu/26453173171377x.shtml
中心区 海岸明珠 3室 次卧朝西南,海岸明珠,2390,http://sz.58.com/pinpaigongyu/26752149592112x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2830,http://sz.58.com/pinpaigongyu/26672747606603x.shtml
南油 信和自由广场 4室 次卧朝南,信和自由广场,2030,http://sz.58.com/pinpaigongyu/26453093821121x.shtml
前海 绿海名都 4室 次卧朝南,绿海名都,2290,http://sz.58.com/pinpaigongyu/26806262307791x.shtml
田贝 田贝花园 1室1厅整租,田贝花园,3000,http://sz.58.com/pinpaigongyu/26931378370864x.shtml
华侨城 中海深圳湾畔花园 4室 次卧朝南,中海深圳湾畔花园,2650,http://sz.58.com/pinpaigongyu/26774455101363x.shtml
华侨城 中海深圳湾畔花园 4室 次卧朝南,中海深圳湾畔花园,2650,http://sz.58.com/pinpaigongyu/26774455101363x.shtml
石厦 益田村 4室 次卧朝北,益田村,2260,http://sz.58.com/pinpaigongyu/26453001435827x.shtml
龙华 东华明珠园 4室 主卧朝南,东华明珠园,1800,http://sz.58.com/pinpaigongyu/26760688365368x.shtml
新安 窝趣轻社区 1室0厅整租,窝趣轻社区,1950,http://sz.58.com/pinpaigongyu/26950477468877x.shtml
前海 阳光棕榈园 4室 主卧朝东,阳光棕榈园,3490,http://sz.58.com/pinpaigongyu/26906587596848x.shtml
前海 星海名城六期 4室 次卧朝东北,星海名城六期,2500,http://sz.58.com/pinpaigongyu/26661232593965x.shtml
前海 星海名城五期 3室 主卧朝东北,星海名城五期,2490,http://sz.58.com/pinpaigongyu/26452719515193x.shtml
南油 怡海广场 4室 主卧朝西北,怡海广场,2300,http://sz.58.com/pinpaigongyu/26727792036919x.shtml
科技园 鸿洲新都 3室 主卧朝东,鸿洲新都,2590,http://sz.58.com/pinpaigongyu/26452763350987x.shtml
海王大厦 向南西苑 4室 次卧朝南,向南西苑,2290,http://sz.58.com/pinpaigongyu/26829547043272x.shtml
黄贝岭 文华花园 3室 次卧朝南,文华花园,2090,http://sz.58.com/pinpaigongyu/26453148973232x.shtml
蛇口 兰园 4室 主卧朝南,兰园,2500,http://sz.58.com/pinpaigongyu/26908050735544x.shtml
石厦 合正佳园 4室 主卧朝东,合正佳园,2690,http://sz.58.com/pinpaigongyu/26785133149766x.shtml
前海 绿海名都 4室 次卧朝南,绿海名都,2290,http://sz.58.com/pinpaigongyu/26806147272897x.shtml
龙华 莱蒙水榭春天 5室 主卧朝南,莱蒙水榭春天,2680,http://sz.58.com/pinpaigongyu/26827729270449x.shtml
南油 海典居 7室 次卧朝东,海典居,2390,http://sz.58.com/pinpaigongyu/26676029896505x.shtml
上步 南天一花园 4室 主卧朝南,南天一花园,2360,http://sz.58.com/pinpaigongyu/26467997547979x.shtml
蔡屋围 幸福华府 1室1厅整租,幸福华府,3800,http://sz.58.com/pinpaigongyu/26698916025785x.shtml
前海 星海名城二期 3室 主卧朝西南,星海名城二期,2890,http://sz.58.com/pinpaigongyu/26468022818239x.shtml
南油 信和自由广场 3室 次卧朝西北,信和自由广场,2200,http://sz.58.com/pinpaigongyu/26849132657343x.shtml
南油 信和自由广场 3室 次卧朝西北,信和自由广场,2200,http://sz.58.com/pinpaigongyu/26849132657343x.shtml
布心 东乐花园 4室 主卧朝南,东乐花园,1760,http://sz.58.com/pinpaigongyu/26468021014445x.shtml
南头 豪园花园 4室 次卧朝南,豪园花园,2130,http://sz.58.com/pinpaigongyu/26468020708140x.shtml
翠竹 源兴居 4室 次卧朝南,源兴居,1860,http://sz.58.com/pinpaigongyu/26468016028475x.shtml
后海 后海雅园 4室 次卧朝西南,后海雅园,2380,http://sz.58.com/pinpaigongyu/26467995182659x.shtml
洪湖 田贝花园 1室1厅整租,田贝花园,2900,http://sz.58.com/pinpaigongyu/26950086214073x.shtml
大冲 Color公寓 4室 主卧朝东,大冲,3088,http://sz.58.com/pinpaigongyu/26916420615237x.shtml
新洲 嘉洲豪园 4室 主卧朝北,嘉洲豪园,2690,http://sz.58.com/pinpaigongyu/26641453939123x.shtml
竹子林 竹园小区 4室 次卧朝南,竹园小区,2090,http://sz.58.com/pinpaigongyu/26453171776058x.shtml
前海 华府苑 4室 次卧朝南,华府苑,2090,http://sz.58.com/pinpaigongyu/26904813727815x.shtml
上步 百花公寓 4室 次卧朝南,上步,1430,http://sz.58.com/pinpaigongyu/26928984657606x.shtml
科技园 Color公寓茶 1室0厅整租,科技园,2730,http://sz.58.com/pinpaigongyu/26764612706996x.shtml
蛇口 桂园 4室 次卧朝东,桂园,1730,http://sz.58.com/pinpaigongyu/26584094158645x.shtml
南油 四达大厦 1室1厅整租,四达大厦,3600,http://sz.58.com/pinpaigongyu/26653615376428x.shtml
莲花三村 福莲花园 5室 次卧朝南,福莲花园,1600,http://sz.58.com/pinpaigongyu/26468022886341x.shtml
后海 招商海月花园一期 4室 主卧朝南,招商海月花园一期,2890,http://sz.58.com/pinpaigongyu/26634504009148x.shtml
科技园 嘉南美地 4室 次卧朝东,嘉南美地,2288,http://sz.58.com/pinpaigongyu/26918226425267x.shtml
南山周边 青春家园 4室 次卧朝东南,青春家园,2390,http://sz.58.com/pinpaigongyu/26675269883309x.shtml
下梅林 汇龙花园 4室 次卧朝南,汇龙花园,1960,http://sz.58.com/pinpaigongyu/26840065676470x.shtml
西乡 碧海湾花园 4室 次卧朝北,碧海湾花园,1630,http://sz.58.com/pinpaigongyu/26940751504719x.shtml
西乡 碧海湾花园 4室 次卧朝北,碧海湾花园,1630,http://sz.58.com/pinpaigongyu/26940751504719x.shtml
蛇口 招商桃花园 4室 次卧朝南,招商桃花园,1990,http://sz.58.com/pinpaigongyu/26468021439914x.shtml
科技园 Color公寓 4室 次卧朝东,科技园,2588,http://sz.58.com/pinpaigongyu/26917238128969x.shtml
前海 椰风海岸 4室 主卧朝东,椰风海岸,2600,http://sz.58.com/pinpaigongyu/26654588102199x.shtml
蔡屋围 中航凯特公寓 1室0厅整租,蔡屋围,2500,http://sz.58.com/pinpaigongyu/26925883275340x.shtml
南油 龙城花园 4室 次卧朝南,龙城花园,2100,http://sz.58.com/pinpaigongyu/26731805002953x.shtml
南油 海晖大厦 3室 次卧朝西南,海晖大厦,2190,http://sz.58.com/pinpaigongyu/26467993753266x.shtml
香蜜湖 雅福居 4室 主卧朝南,雅福居,2890,http://sz.58.com/pinpaigongyu/26859435259726x.shtml
翠竹 马古岭小区 4室 次卧朝南,马古岭小区,1590,http://sz.58.com/pinpaigongyu/26938023237195x.shtml
洪湖 洪湖花园 4室 主卧朝东,洪湖花园,2160,http://sz.58.com/pinpaigongyu/26687416345657x.shtml
西乡 财富港 2室1厅整租,财富港,4000,http://sz.58.com/pinpaigongyu/26926490118595x.shtml
黄贝岭 集浩花园 5室 次卧朝南,集浩花园,2260,http://sz.58.com/pinpaigongyu/26937707384652x.shtml
布心 鸿园居 1室1厅整租,鸿园居,3590,http://sz.58.com/pinpaigongyu/26884995031982x.shtml
科技园 大冲都市花园 3室 次卧朝东,大冲都市花园,2030,http://sz.58.com/pinpaigongyu/26452761836601x.shtml
白石洲 塘头村 2室1厅整租,塘头村,2800,http://sz.58.com/pinpaigongyu/26948648515882x.shtml
蛇口 紫竹园 4室 次卧朝南,紫竹园,1990,http://sz.58.com/pinpaigongyu/26830577933262x.shtml
